Page URL,Page Title,Description,Availability,Access,Related Services,Related Links,Summarized Description,Update Date
https://www.hmc.edu/cis/services/hmc-credentials/,HMC Credentials,"With the launch of our <a href=""https://www.hmc.edu/cis/it-matters/iamhmc/"" target=""_blank"" rel=""noopener noreferrer"">Identity and Access Management (IAM) initiative, CIS introduced the concept of “HMC Credentials.” The term refers to the combination of your HMC User ID and HMC Password. As the initiative proceeds, more and more systems will start using HMC credentials. See <a href=""https://docs.google.com/document/d/1MWw-VV-bGUYJ2_WtEzoWIz8rY55yYda58R8aog0sZbc/edit"">which services currently use HMC Credentials.
This represents a change in CIS communications and practices. Up to now, we have typically identified usernames and passwords by reference to the application or server which uses them, so we would often say things like “Google Apps username and password” or “LDAP username and password” and “Sakai username and password.” From now on, CIS will no longer refer to these local account credentials unless they are different from your HMC credentials.
Some of the services using HMC credentials can be accessed using Single Sign-On (SSO). For these services, such as G Suite and the Portal, you will only need to log in once to be able to access all other SSO services. See the list of Roles and Authorizations in the Related Links below to see which account types use which credentials.
CIS staff will never ask for the password associated with your HMC credentials. (See <a href=""https://docs.google.com/document/d/1zja7O_61L9gc5eu7DknK4d-ro8hbD9K0aHzBM4Yu7Bs/edit?usp=sharing"">How do I reset my password?)","Available to faculty, students, staff, alumni, payers, emeriti, trustees, and applicants at HMC.","When you are granted HMC Credentials for the first time, you will receive an email at the non-HMC address that you provided. The email contains instructions about how to set up your HMC Credentials password and security questions.","<a href=""https://www.hmc.edu/cis/services/password-and-account-management-kiosk/"">Password and Account Management</a>","<a href=""https://identity.hmc.edu"">Rapid Identity Portal</a>, <a href=""https://docs.google.com/document/d/1zja7O_61L9gc5eu7DknK4d-ro8hbD9K0aHzBM4Yu7Bs/edit?usp=sharing"">How do I reset my password?</a>, <a href=""https://www.hmc.edu/cis/it-matters/iamhmc/"">IAM@HMC Initiative</a>","With the launch of its Identity and Access Management (IAM) initiative, the CIS at Harvey Mudd College introduced the concept of ""HMC Credentials"" - the combination of a user's HMC User ID and HMC Password. As the initiative progresses, more systems will start using HMC credentials. A list of services currently using HMC credentials can be found here. Going forward, CIS will no longer refer to local account credentials unless they differ from HMC credentials. Some services that use HMC credentials can be accessed via Single Sign-On (SSO), allowing users to log in once to access all other SSO services. CIS staff will never ask for the password associated with HMC credentials. Users can reset their HMC password here.",10/27/2023
https://www.hmc.edu/cis/services/iclickers/,iClickers,"iClickers are a personal response system that can be used for a variety of purposes in the classroom: review sessions, feedback on the pace of the class, etc. The iClickers use a wireless receiver to record student votes. Software on the instructor’s laptop records the votes and can display graphs of the distribution of votes. Students can receive points for participation and/or the correctness of their responses. Grading information can be exported and uploaded into Sakai, for example. See the <a href=""http://www.iclicker.com"">iClickers website for more information.
CIS has a number of sets of iClickers for use in the classroom and in meetings. Faculty can check out iClickers for the semester or for a single class. CIS also provides training on how to use the iClickers and will also install and configure the software. ARCS can also provide consultations on how to incorporate the iClickers into your syllabus.","Faculty, students and staff at HMC can check out sets of 50 iClickers from the CIS Help Desk, as well as the wireless base stations. For large lecture classes, students may be asked to rent or purchase their own iClickers from Huntley Bookstore, in which case faculty can just check out the wireless base stations they need.","CIS will usually send an email to the faculty several weeks before classes start to inquire if they want to use the iClickers in a class. Faculty can also send email to the CIS Help Desk at helpdesk@hmc.edu if they are interested in trying out the iClickers in a class. It’s helpful if faculty can give us the following information when requesting the iClickers and/or wireless base stations:
Course name and number
When does class meet?
Where does class meet?
How many students are in the class?",,"<a href=""https://www.bkstr.com/claremontstore/home"">Huntley Bookstore</a>, <a href=""https://www.iclicker.com/"">iClicker Website</a>","iClickers are a personal response system that can be used for a variety of purposes in the classroom. They use a wireless receiver to record student votes, and software on the instructor's laptop records and displays the votes. Students can receive points for participation and correctness of their responses. Grading information can be exported and uploaded into Sakai. Faculty can check out iClickers from CIS for the semester or a single class. CIS also provides training and software installation and configuration. ARCS can provide consultations on incorporating iClickers into syllabi. For more information, visit the iClickers website.",10/27/2023
https://www.hmc.edu/cis/services/online-form-builders/kuali-build/,Kuali Build,"Kuali Build is a code-free, cloud-based SaaS (software as a service) application development platform with business process management functionality. Kuali offers an intuitive and simple way for anyone to create their own forms and workflows using rich, powerful, automated, integrated business applications that are secure, accessible, and mobile-ready.
What can you do with Kuali?Transform your current process and create forms and workflows with integrations that:
Collect feedback and business information
Notify users&nbsp;
Create approval pathways
Enable a responsive user experience","Available to faculty, students, staff, alumni, payers, emeriti, trustees, and applicants at HMC.","When you are granted HMC Credentials for the first time, you will receive an email at the non-HMC address that you provided. The email contains instructions about how to set up your HMC Credentials password and security questions.","<a href=""https://www.hmc.edu/cis/services/password-and-account-management-kiosk/"">Password and Account Management</a>, <a href=""https://www.hmc.edu/cis/?page_id=3366"">Online Form Builders</a>","<a href=""https://docs.google.com/document/d/12Z6q39juz9B4DvaDSEKj5-0hZ_x-ndVDuM8x8g9RCXw/edit?usp=sharing"">Kuali-Build Documentation</a>, <a href=""//connect.hmc.edu/register/inquirylist""><span>Request Info</span></a>, <a href=""//www.hmc.edu/admission/connect/visiting-campus/""><span>Visit</span></a>, <a href=""//www.hmc.edu/admission/apply/""><span>Apply</span></a>, <a href=""tel:+19096218000"">909.621.8000</a>, <a href=""mailto:info@hmc.edu"">info@hmc.edu</a>, <a href=""//www.hmc.edu/give"">Give now &raquo;</a>, <a href=""//store.hmc.edu/"">Shop HMC &raquo;</a>, <a href=""//www.hmc.edu/emergency-preparedness/"">Safety Information</a>, <a href=""//www.hmc.edu/health-wellness/mudders-care-for-mudders/"">Mudders Care for Mudders</a>, <a href=""//www.hmc.edu/map/"">Map and Directions</a>, <a href=""//www.hmc.edu/directory/"">Directory</a>, <a href=""//www.hmc.edu/privacy-statement/"">Privacy Statement</a>, <a href=""//www.hmc.edu/website-accessibility/"">Accessibility</a>, <a href=""//www.hmc.edu/human-resources/policies-procedures-and-guidelines/equal-opportunity-and-nondiscrimination-statement/"">Equal Opportunity and Nondiscrimination Statement</a>, <a href=""//www.claremont.edu/"">The Claremont Colleges</a>, <a href=""https://www.facebook.com/harveymuddcollege""><span>Harvey Mudd College Official Facebook</span></a>, <a href=""https://twitter.com/harveymudd""><span>Harvey Mudd College Official Twitter</span></a>, <a href=""https://www.youtube.com/user/HarveyMuddCollege""><span>Harvey Mudd College Official YouTube</span></a>, <a href=""https://www.flickr.com/photos/harvey-mudd-college/""><span>Harvey Mudd College Official Flickr</span></a>, <a href=""https://www.linkedin.com/company/harvey-mudd-college""><span>Harvey Mudd College Official LinkedIn</span></a>, <a href=""https://www.instagram.com/harvey_mudd""><span>Harvey Mudd College Official Instagram</span></a>","Kuali Build is a code-free, cloud-based SaaS application development platform with business process management functionality. It allows users to create their own forms and workflows using powerful, automated, integrated business applications. Kuali can collect feedback and information, notify users, create approval pathways, and enable a responsive user experience.",10/27/2023
https://www.hmc.edu/cis/services/lab-software/,Lab Software in CIS Managed Labs and Carts,"CIS maintains a list of software that is installed on the systems in the Sprague 1st Floor Lab, Linde Activities Center Lab and Laptop Carts.
Each summer, CIS will update the list with newly installed software based on feedback from the HMC community.",,The list can be found here: Lab Software in CIS Managed Labs and Carts,"<a href=""https://www.hmc.edu/cis/services/computer-labs/"">Computer Labs</a>, <a href=""https://www.hmc.edu/cis/services/laptop-cart-reservation/"">Laptop Cart Reservation</a>",,"CIS maintains a list of software that is installed on the systems in the Sprague 1st Floor Lab, Linde Activities Center Lab, and Laptop Carts. Each summer, CIS will update the list with newly installed software based on feedback from the HMC community.",10/27/2023
https://www.hmc.edu/cis/services/laptop-cart-reservation/,Laptop Cart Reservation,"CIS manages three laptop carts with a total of 30 laptops. Each cart contains 10 laptops.
The laptops are macOS based systems. The systems are configured in the same manner as CIS Lab Systems. Here is a <a href=""https://docs.google.com/document/d/1h-H67Vjx3G1fN0U2Lg2MwxaX7WqneTHTy4jUN30LaZw/pub"">list of all software loaded on the laptops.
We do our best to meet all requests, and have been able to meet all requests so far because faculty have considered how many systems are actually needed, and therefore have been flexible with the quantity of laptops requested.
In addition to the carts, there are three laptops dedicated to the Technology Rich Classrooms (SCTL 2450, 2454, 2460) intended for instructor use.",Available to faculty and staff at HMC.,"To reserve a cart for your class, please use this Laptop Cart Reservation Request Form or email helpdesk@hmc.edu with your request. Please expect confirmation of your request within 2 school days.","<a href=""https://www.hmc.edu/cis/services/loaner-program/"">Loaner Program</a>, <a href=""https://www.hmc.edu/cis/services/computer-labs/"">Computer Labs</a>","<a href=""https://docs.google.com/document/d/1h-H67Vjx3G1fN0U2Lg2MwxaX7WqneTHTy4jUN30LaZw/pub"">What’s installed on lab computers?</a>, <a href=""https://www.google.com/url?q=https://hmc.kualibuild.com/app/builder/action/64d68479b361ec8422269863&amp;sa=D&amp;source=docs&amp;ust=1691784287318305&amp;usg=AOvVaw3oUqiXOR4kjjnjzJCjQZzS"">Laptop Cart Reservation Request Form</a>","CIS manages three laptop carts with a total of 30 laptops. Each cart contains 10 laptops. The laptops are macOS based systems and are configured in the same manner as CIS Lab Systems. Here is a link to a list of all software loaded on the laptops. CIS tries their best to meet all requests and have been successful so far because faculty have been flexible with the quantity of laptops requested. In addition to the carts, there are three laptops dedicated to the Technology Rich Classrooms (SCTL 2450, 2454, 2460) for instructor use.",10/27/2023
https://www.hmc.edu/cis/services/lastpass/,LastPass,"<a href=""http://www.lastpass.com/"">LastPass is a cloud-based password manager that allows users to store website credentials, notes, and other data in a secure and convenient manner. You can use LastPass to generate and store a complex password for your <a href=""https://www.hmc.edu/cis/services/hmc-credentials/"">HMC credentials, or any other logins you use for Mudd or non-Mudd related services.","LastPass Business is an opt-in service available to all HMC available to faculty and staff for work-related university usernames and passwords.
LastPass Premium is an opt-in service available to all HMC students, alumni, as well as any faculty or staff wanting a personal account.
Please refer to our HMC LastPass FAQ to understand the differences between LastPass Business, Premium, and Free.","LastPass Business (for faculty and staff)
Data stored in LastPass can be accessed via the LastPass website, a browser plugin, or the various LastPass for Mobile applications. Duo two-factor authentication is required upon sign in.
You will receive an email from do-not-reply-support@lastpass.com that contains your activation code. If you are a new employee, please periodically check your inbox for the activation email once your @hmc email is created. If you need your LastPass invite resent to you, please use our HMC LastPass self-service portal. Please contact helpdesk@hmc.edu if you are unable to activate your account.
You can optionally link a personal LastPass account (a Free or Premium account using a non-HMC email) to keep personal passwords separate from your work passwords. You can upgrade your personal account to Premium using the information below.
LastPass Premium (for students, alumni, and any faculty or staff wanting a personal Premium account)
As with our Business users, data stored in LastPass can be accessed via the LastPass website, a browser plugin, or the various LastPass for Mobile applications.
You can upgrade your personal LastPass account to Premium by visiting our Harvey Mudd LastPass Premium page. In the field asking for the university email address, please enter your HMC email address in the format username@hmc.edu. Any personal email address (e.g., Gmail, Yahoo) can be used to sign up. If you have any trouble accessing your HMC email, please contact helpdesk@hmc.edu.
We do not manage Premium accounts. If you forget your Master Password or have any other account issues, please refer to LastPass support.",,"<a href=""https://docs.google.com/document/d/e/2PACX-1vRlR-2SMCw52rqMtQ2bpyFIc2WrZRYgJZpdcOULe81f7SvdRtU_zjgVol3OZE5bqsIzlE_0g5Tpn_3z/pub"">HMC LastPass FAQ</a>, <a href=""https://docs.google.com/document/d/e/2PACX-1vRRxxSjcmS3CLwpjUJOzMZe-2jxAKoGMW9-N95YlY7INyT23dCX6XAthFcBZcNAIMuMT9idtZGOjtJE/pub"">Screenshots for Activating LastPass Business at HMC</a>, <a href=""https://youtu.be/oa9apKp_mHs"">LastPass Business: Getting Started for Employees YouTube video</a>, <a href=""https://docs.google.com/document/d/1G9q7EHJTNk3djoVZCUvq1pV8OB-JCe-15Az4ke9Gnyg/edit?usp=sharing"">HMC’s Guide to Password Managers</a>, <a href=""https://www.youtube.com/playlist?list=PLsXN_jRonzydst50u7LGyeDG4TPR3hOPt"">LastPass 101 videos from their official YouTube channel</a>, <a href=""https://support.logmeininc.com/lastpass/help/get-started-as-a-lastpass-enterprise-user-lp010051"">Getting started as a LastPass Business user</a>, <a href=""https://support.logmeininc.com/lastpass/help/free-live-training-lp010018"">Sign up for a free live training for LastPass</a>","LastPass is a cloud-based password manager that allows users to store website credentials, notes, and other data in a secure and convenient manner. You can use LastPass to generate and store a complex password for your HMC credentials, or any other logins you use for Mudd or non-Mudd related services. [LastPass](http://www.lastpass.com/) [HMC credentials](https://www.hmc.edu/cis/services/hmc-credentials/)",10/27/2023
https://www.hmc.edu/cis/services/lecture-capture/,Lecture Capture,"CIS uses the Mediasite lecture capture system to record audio and video of the speaker as well as screen capture of whatever is projected to the display. The recordings are distributed through our course management system, Sakai, unless otherwise requested. We have 8 classrooms in the Shanahan Center that are set up to automatically do lecture capture: Shanahan 1430 (Lecture Hall), Shanahan B480 (Recital Hall), B442, B460, 2450, 2454, 2460 and 3460. Lecture capture is also available in all three Galileo Auditoria (Pryne, McAlister and Edwards).
All recordings will remain on Mediasite’s servers until the end of the semester, when they will then be moved into USS’s video archive on Google Drive. At this point, you won’t be able to view the recorded videos without requesting a new video link from USS. Upon request, recordings can also be left on Mediasite for one additional semester. If you need a video hosted for more than two semesters, USS can work with you to preemptively transfer your video from Mediasite to Google Drive so that you can update your video links with no loss of hosting time.
Other features of Mediasite lecture capture include the ability to embed questions in a recording, quickly locate specific sections of a recording by searching text on slides, and a flexible player layout.",Available to faculty and staff at HMC. Students who require lecture capture for academic accommodations can reach out to the ADA/Title IX coordinator.,"Faculty can request lecture capture recording by using our AV Request Form or by sending an email to helpdesk@hmc.edu. CIS can schedule automated recording of every class session or individual class meetings. Staff can also request lecture capture recording of training sessions or other events. The recordings are automatically uploaded to the Mediasite hosted site and can be distributed either through a public URL or through a link in a Sakai or Canvas site.
Faculty who are requesting lecture capture recording of every class session should coordinate with the Registrar to make sure their class is scheduled to meet in one of our lecture capture-ready classrooms (Galileo Pryne, Galileo McAlister, Galileo Edwards, Shanahan 1430 (Lecture Hall), Shanahan B480 (Recital Hall), B442, B460, 2450, 2454, 2460, and 3460).
While students cannot directly request lecture capture from CIS, students who require lecture capture for academic accommodations can reach out to the ADA/Title IX coordinator.","<a href=""https://www.hmc.edu/cis/services/audiovisual-event-support/"">Audiovisual Event Support</a>, <a href=""https://www.hmc.edu/cis/services/classroom-technologies-2016/"">Classroom Technologies</a>","<a href=""http://goo.gl/4Mj1Nx"">AV Equipment in HMC Class/Meeting Rooms</a>, <a href=""https://hmc.kualibuild.com/app/builder/app/64791a1f349df80208a9be0b/start"">AV Request Form</a>, <a href=""http://www.sonicfoundry.com/mediasite"">Mediasite Home Page</a>","CIS uses the Mediasite lecture capture system to record audio and video of speakers as well as screen capture of presentations. The recordings are distributed through the course management system Sakai, unless otherwise requested. Lecture capture is available in various classrooms on campus, including the Shanahan Center and Galileo Auditoria. The recordings are stored on Mediasite's servers until the end of the semester, at which point they are moved into USS's video archive on Google Drive. If you need a video hosted for more than two semesters, USS can help transfer it to Google Drive. Other features of Mediasite include the ability to embed questions, search for specific sections, and customize the player layout.",10/27/2023
https://www.hmc.edu/cis/services/lightboard/,Lightboard,"The Lightboard is an interactive whiteboard that allows a user to draw upon the glass surface and speak to their audience without having to turn their back on them. The setup consists of the Lightboard, a video camera, and a wireless microphone, all of which will be in the room for the user. Simply press the Record button on the camera, turn on the wireless microphone transmitter and receiver, and begin the lesson.
Once the recording is complete the video will need to be flipped around so that the drawn image/text appears correctly for viewers. This is a fairly simple process and can be done easily with free software.","HMC Faculty, Staff, and Students can access this service.",,"<a href=""https://www.hmc.edu/cis/services/screencastify/"">Screencastify</a>","<a href=""https://drive.google.com/file/d/1IsFsK08iqIxlQxVoOPiepWg9Om3ZyHXm/view"">How to use the Lightboard (Video)</a>, <a href=""https://docs.google.com/document/d/e/2PACX-1vR4eW0g6qufiSVh1V72Gg9bQ6QOnIXnH8Y-K6whsT9-szNKE5Z3tnI0HUORp4ESzo7-9WcjyFdBvcZm/pub"">Lightboard User Guide</a>, <a href=""https://docs.google.com/document/d/e/2PACX-1vQUMR3Agnnm5kcHgjGvGga7hX0rXvR8bCH83Kg82ZPRO4n1nthbrp8LYQYlN2_oS_rI-KLeDCgdHKnK/pub"">Best Practices for Using the Lightboard</a>","The Lightboard is an interactive whiteboard that allows users to draw and speak to their audience without turning their back on them. Recording the lesson is easy with the camera and microphone setup. After recording, the video will need to be flipped using free software.",10/27/2023
https://www.hmc.edu/cis/services/loaner-program/,Loaner Program,"The CIS Help Desk maintains an inventory of equipment intended for short-term loans to the HMC community including Mac and PC laptops, tablets, iPads, video cameras, flash drives, and presentation equipment. Equipment can be requested by faculty, staff, and students for academic and administrative work in cases of personal computer failure, exploring new technology for instructional purposes, and presentations.","Available to faculty, staff, and students at HMC.","If you’d like to request a loaner, please email helpdesk@hmc.edu describing your loaner request.","<a href=""https://www.hmc.edu/cis/services/computer-labs/"">CIS Computer Labs</a>",,"The CIS Help Desk at Harvey Mudd College offers a variety of equipment for short-term loans to faculty, staff, and students. This includes Mac and PC laptops, tablets, iPads, video cameras, flash drives, and presentation equipment. This equipment can be requested for academic and administrative work, as well as for exploring new technology for instructional purposes and presentations. (Link: [CIS Help Desk](https://www.hmc.edu/cis/services/cis-help-desk/))",10/27/2023
https://www.hmc.edu/cis/services/office-365/,Microsoft 365,"CIS offers Microsoft 365 accounts to staff for e-mail and calendaring. Accounts can be added to Outlook and provide identical functionality as a traditional Exchange account. Microsoft 365’s web interface can be accessed from most modern browsers and mobile devices. Since Microsoft 365 is a cloud based service, accounts can easily be accessed anywhere.","Available to faculty, staff and students at HMC.",Log in to Microsoft 365 with your email address and HMC Credentials password. Please call or send an email to helpdesk@hmc.edu to request Microsoft 365 support.,"<a href=""https://www.hmc.edu/cis/services/e-mail/"">Email</a>, <a href=""https://www.hmc.edu/cis/services/hmc-credentials/"">HMC Credentials</a>, <a href=""https://www.hmc.edu/cis/services/gsuite/"">HMC Google Workplace</a>, <a href=""https://www.hmc.edu/cis/services/office-365-education-for-students/"">Microsoft 365 Education for Students</a>, <a href=""https://www.hmc.edu/cis/microsoft-onedrive/"">Microsoft OneDrive</a>","<a href=""https://support.office.com/en-us/article/get-started-with-office-365-education-ab02abe5-a1ee-458c-b749-5b44416ccf14"">Microsoft 365 Getting Started</a>, <a href=""https://support.office.com/en-us/article/Install-apps-on-your-mobile-devices-7dabb6cb-0046-40b6-81fe-767e0b1f014f?ui=en-US&amp;rs=en-US&amp;ad=US"">Set up Microsoft 365 on your mobile device</a>","CIS offers Microsoft 365 accounts to staff for e-mail and calendaring, which provide similar functionality as a traditional Exchange account. These accounts can be added to Outlook and the web interface can be accessed from most browsers and mobile devices. Microsoft 365 being a cloud-based service allows easy access from anywhere.",10/27/2023
https://www.hmc.edu/cis/services/office-365-education-for-students/,Microsoft 365 Education for Students,"Harvey Mudd College uses Microsoft 365 which gives students access to Microsoft 365 Education for Students.
It allows access to the Microsoft Office Suite of Applications for free to students who are enrolled at HMC.",Available to students at HMC.,Visit Microsoft 365 for Students and verify eligibility by using your HMC email address.,"<a href=""https://www.hmc.edu/cis/services/academic-and-scientific-software-support//"">Academic Software: Maple, Matlab and Mathematica</a>, <a href=""https://www.hmc.edu/cis/services/office-365/"">Microsoft 365</a>, <a href=""https://www.hmc.edu/cis/services/lab-software/"">Lab Software in CIS Managed Labs and Carts</a>, <a href=""https://www.hmc.edu/cis/microsoft-onedrive/"">Microsoft OneDrive</a>","<a href=""http://products.office.com/en-us/student"">Microsoft 365 Education</a>","Harvey Mudd College uses Microsoft 365, which gives students access to Microsoft 365 Education for Students. It allows access to the Microsoft Office Suite of Applications for free to students who are enrolled at HMC.",10/27/2023
https://www.hmc.edu/cis/services/mudd-shots/,Mudd Shots,The Mudd Shots websites contains student photos for each dorm and graduating year at HMC. Course Mudd Shots has moved to the HMC Portal. The HMC Portal version includes photos of non-HMC students registered for the course. These photos are provided so that students and faculty can get to know the names and faces of other students.,"Available to faculty, students, and staff at HMC.",The Mudd Shots website pages are restricted by IP address so you must either use a wired ethernet connection on the HMC campus or VPN in order to view them.,,"<a href=""https://muddshots.hmc.edu/hmc_2022.html"">Class of 2022</a>, <a href=""https://muddshots.hmc.edu/hmc_2023.html"">Class of 2023</a>, <a href=""https://muddshots.hmc.edu/hmc_2024.html"">Class of 2024</a>, <a href=""https://muddshots.hmc.edu/hmc_2025.html"">Class of 2025</a>, <a href=""https://muddshots.hmc.edu/hmc_2026.html"">Class of 2026</a>, <a href=""https://muddshots.hmc.edu/hmc_students.html"">All current students</a>, <a href=""https://muddshots.hmc.edu/at-large.html"">At Large</a>, <a href=""https://muddshots.hmc.edu/apartments.html"">Apartments</a>, <a href=""https://muddshots.hmc.edu/atwood-dorm.html"">Atwood Dorm</a>, <a href=""https://muddshots.hmc.edu/case-dorm.html"">Case Dorm</a>, <a href=""https://muddshots.hmc.edu/drinkward-dorm.html"">Drinkward Dorm</a>, <a href=""https://muddshots.hmc.edu/east-dorm.html"">East Dorm</a>, <a href=""https://muddshots.hmc.edu/linde-dorm.html"">Linde Dorm</a>, <a href=""https://muddshots.hmc.edu/north-dorm.html"">North Dorm</a>, <a href=""https://muddshots.hmc.edu/sontag-dorm.html"">Sontag Dorm</a>, <a href=""https://muddshots.hmc.edu/south-dorm.html"">South Dorm</a>, <a href=""https://muddshots.hmc.edu/west-dorm.html"">West Dorm</a>, <a href=""https://portal.hmc.edu/ics/"">HMC Portal</a>","The Mudd Shots website, which features student photos for each dorm and graduating year at Harvey Mudd College (HMC), has been moved to the HMC Portal. The new version of Mudd Shots now includes photos of non-HMC students who are registered for the course. These additional photos are meant to help students and faculty familiarize themselves with the names and faces of other students.",10/27/2023
https://www.hmc.edu/cis/services/name-changes/,Name Changes,"HMC distinguishes between legal name changes and campus name changes.  Your campus name is the name you wish to be known by on campus. You can read a detailed description of both on the Student Life <a href=""https://www.hmc.edu/diversity/resources-for-transgender-students/"">Resources for Transgender Students  page. Students who wish to change either their legal name or their campus name should contact the Registrar’s Office. Faculty and staff who wish to change either their legal name or their campus name should contact the Human Resources Office. In both cases, the Registrar or Human Resources Office will contact CIS to make the necessary changes across all system accounts. In most cases those changes will happen automatically, but on some systems, such as Sakai or HMC WordPress, the changes will need to be done manually.
Since it is costly and complicated to do so, CIS does not typically change usernames.  Nowadays, system usernames are far less obvious than system display names in most applications.  However, faculty, staff, and students can request a username change when a legal name change makes it necessary. We will need to coordinate more closely with you in this case since we will need to coordinate the change across systems, particularly systems that require a manual update.","Available to Faculty, Staff, and Students.",Students should contact the Registrar’s Office. Faculty and Staff should contact the Human Resources Office.,"<a href=""https://www.hmc.edu/cis/services/hmc-credentials/"">HMC Credentials</a>","<a href=""https://www.hmc.edu/diversity/resources-for-transgender-students/"">Resources for Transgender Students</a>","HMC distinguishes between legal name changes and campus name changes. Students, faculty, and staff who wish to change their legal name or campus name should contact the Registrar's Office or the Human Resources Office. The necessary changes will be made across all system accounts, though some systems may require manual updates. CIS does not typically change usernames, but a username change can be requested if a legal name change makes it necessary.",10/27/2023
https://www.hmc.edu/cis/services/ninjio/,Ninjio,Ninjio is a cybersecurity awareness training solution that uses 3 – 4 minute long videos and infographics to discuss various security topics. The videos and infographics are aimed at sharing information about security topics in an effort to increase awareness and safe computing. Ninjio can help at work and at home as the lessons apply to computing on campus and remote.,Available to faculty and staff at HMC.,Ninjio sends an email with a link to an animated story-based video about different security topics. Please contact the Help Desk at helpdesk@hmc.edu if you have questions.,,"<a href=""https://www.hmc.edu/cis/information-security/"">Information Security</a>",Ninjio is a cybersecurity awareness training solution that uses short videos and infographics to educate people about security topics. It aims to increase awareness and promote safe computing both at work and at home. You can learn more about Ninjio [here](https://www.ninjio.com/).,10/27/2023
https://www.hmc.edu/cis/services/onbase-troubleshooting-and-maintenance-of-hmc-solutions-excluding-rfc/,OnBase: Troubleshooting and Maintenance of HMC Solutions (excluding RFC),"Maintenance and troubleshooting for existing HMC solutions (excluding RFCs) is available. Adding or modification of functionality, users, document types, and keywords are available as needed.",Available to faculty and staff at HMC.,Please contact the Help Desk at helpdesk@hmc.edu for assistance with using OnBase.,"<a href=""https://www.hmc.edu/cis/services/onbase-training-and-usage-support-for-hmc-solutions-excluding-rfc/"">OnBase: Training and Usage Support (excluding RFC)</a>, <a href=""https://www.hmc.edu/cis/services/onbase-account-management-excluding-rfc-use/"">OnBase: Account Management (excluding RFC)</a>, <a href=""https://www.hmc.edu/cis/services/onbase-solution-development-and-implementation/"">OnBase: Solution Development and Implementation</a>","<a href=""http://www.hyland.com/community/"">Community.hyland.com</a>, <a href=""http://Training.onbase.com"">Training.onbase.com</a>","Maintenance and troubleshooting services for existing HMC solutions (excluding RFCs) can be accessed here. Additionally, users can make necessary additions or modifications to functionality, users, document types, and keywords as required.",10/27/2023
https://www.hmc.edu/cis/services/onbase-account-management-excluding-rfc-use/,OnBase: Account Management (excluding RFC use),"Assigning privileges, capabilities, and access to HMC OnBase software and its various features (excluding RFC use).",Available to faculty and staff at HMC.,"OnBase access is granted with the implementation of a solution for a department and purchase of licenses. Security and privileges can be modified by a System Administrator, and requests should be sent to the helpdesk. OnBase can be installed in a myriad of ways depending on the needs of the users. OnBase has a desktop software (the Unity Client) that can be installed by CIS, or it can be accessed using a supported web browser.
You will need to connect to the Harvey Mudd VPN before using OnBase.","<a href=""https://www.hmc.edu/cis/services/onbase-troubleshooting-and-maintenance-of-hmc-solutions-excluding-rfc/"">OnBase: Troubleshooting and maintenance of HMC solutions (excluding RFC)</a>, <a href=""https://www.hmc.edu/cis/services/onbase-training-and-usage-support-for-hmc-solutions-excluding-rfc/"">OnBase: Training and Usage Support for HMC solutions (excluding RFC)</a>, <a href=""https://www.hmc.edu/cis/services/onbase-solution-development-and-implementation/"">OnBase: Solution Development and Implementation</a>","<a href=""https://www.hyland.com/community/"">Community.hyland.com</a>, <a href=""http://Training.onbase.com"">Training.onbase.com</a>","Assigning privileges, capabilities, and access to HMC OnBase software and its various features (excluding RFC use).",10/27/2023
https://www.hmc.edu/cis/services/onbase-solution-development-and-implementation/,OnBase: Solution Development and Implementation,Developing and implementing business process solutions using OnBase.,Available to faculty and staff at HMC.,"OnBase access is granted with the implementation of a solution for a department and purchase of licenses. Security and privileges can be modified by a System Administrator, and requests should be sent to the helpdesk. OnBase can be installed in a myriad of ways depending on the needs of the users. OnBase has a desktop software (the Unity Client) that can be installed by CIS, or it can be accessed using a supported web browser.","<a href=""https://www.hmc.edu/cis/services/onbase-troubleshooting-and-maintenance-of-hmc-solutions-excluding-rfc/"">OnBase: Troubleshooting and maintenance of HMC solutions (excluding RFC)</a>, <a href=""https://www.hmc.edu/cis/services/onbase-training-and-usage-support-for-hmc-solutions-excluding-rfc/"">OnBase: Training and Usage Support for HMC solutions (excluding RFC)</a>, <a href=""https://www.hmc.edu/cis/services/onbase-solution-development-and-implementation/"">OnBase: Solution Development and Implementation</a>","<a href=""https://community.hyland.com/login?returnUrl=/?_gl=1*1af88wu*_ga*Mzc0ODEwMDM0LjE2OTM1OTMwNjk.*_ga_N3PL677CX8*MTY5MzU5MzA2OS4xLjEuMTY5MzU5MzA4My40Ni4wLjA."">OnBase Community</a>, <a href=""http://Training.onbase.com"">OnBase Training</a>","OnBase is a software platform used for developing and implementing business process solutions. It is designed to streamline and automate business processes, such as document management, workflow management, and content management. With OnBase, businesses can improve efficiency, reduce costs, and increase productivity. To learn more about OnBase, visit their official website.",10/27/2023
